time,x1,x2,x3,x4,x5
0.0,1.0,0.5,10.0,5.0,15.0
0.010002000400080016,1.0049461792238914,0.4892682929050028,9.582958612181132,6.20905859024238,15.146355700363351
0.020004000800160033,1.009793572419443,0.4801666595937055,9.317181854987071,7.344519978297424,15.379653368373432
0.03000600120024005,1.0145548118829777,0.472098273784933,9.182075570581668,8.4179193392692,15.694415369380721
0.040008001600320066,1.019237694223528,0.46438076606274026,9.159265873847284,9.43862050239112,16.089303247935764
0.05001000200040008,1.0238455130219513,0.4566678051726656,9.231867417968207,10.41399470615329,16.56624538973002
0.0600120024004801,1.0283715988741755,0.44830726850333696,9.387894964683147,11.345201164061564,17.130317064621952
0.07001400280056011,1.0328054944919525,0.4386483680592657,9.616674138778734,12.229620839832691,17.786570711996855
0.08001600320064013,1.0371356003678582,0.42740866588563486,9.907038558294522,13.062307862967979,18.53894098846354
0.09001800360072015,1.0413491747752923,0.4146740740682994,10.247329834522983,13.83598952875329,19.390244767854334
0.10002000400080016,1.0454323337684794,0.40089885473378606,10.625397572009515,14.541066298259045,20.34218114122508
0.11002200440088018,1.0493711335755176,0.3867309431513511,11.029265571479662,15.165925498971907,21.395272942015968
0.1200240048009602,1.0531654668272417,0.3725633818407973,11.449221128613297,15.693447072758532,22.545786656312128
0.1300260052010402,1.0568264496836628,0.35936405765709,11.87333346280508,16.100733749981252,23.783342517315376
0.14002800560112022,1.0603669765807993,0.3478352824800548,12.289081345016246,16.367978110716827,25.092956541491613
0.15003000600120026,1.063801524020896,0.3383190691423437,12.683651734993411,16.478991973192677,26.45516393498044
0.16003200640128026,1.067146150572425,0.33079713142943534,13.04393978126857,16.42120639378689,27.846019093595146
0.17003400680136027,1.070418496870084,0.32489088407963496,13.356548821159096,16.185671667028206,29.237095602822738
0.1800360072014403,1.073637788072209,0.3198618404692511,13.607791148720862,15.767049790370578,30.595485858894293
0.19003800760152031,1.0768257507991605,0.3157454626418487,13.78633391878348,15.150080106364413,31.88280570409261
0.20004000800160032,1.0799797866883354,0.3121309663517196,13.88296862116981,14.356871079545302,33.060770232638504
0.21004200840168036,1.0830851703577198,0.30777649236696336,13.889938078717373,13.433444904647287,34.09843810039992
0.22004400880176037,1.0861279413574758,0.3018529705769543,13.80310912475005,12.419135417985448,34.971933414482955
0.23004600920184037,1.0890949041699427,0.29394411999234127,13.6219726030781,11.346588097455891,35.664445733231915
0.2400480096019204,1.091973628209636,0.2840464487450475,13.349643367998151,10.241760062535757,36.16623006622927
0.2500500100020004,1.094752447823247,0.2725692540882708,12.9928602842932,9.123920074283234,36.47460687429565
0.2600520104020804,1.0974204622896448,0.26033462239648353,12.561986227232614,8.00564853533751,36.593962069489905
0.27005401080216046,1.0999676286607618,0.24850511822779991,12.070807585628733,6.893648358759556,36.53569523392166
0.28005601120224044,1.102387439820193,0.23526424573685228,11.52569625267651,5.833811031187221,36.31530611169011
0.2900580116023205,1.1046709114836761,0.22094737111554982,10.936033576540071,4.864668634678497,35.95279467695536
0.3000600120024005,1.1068163709898073,0.20744735259738234,10.315615207004344,3.9990676654424915,35.470353804173605
0.3100620124024805,1.1088336705631514,0.196016360985425,9.677322959004249,3.2440346375019606,34.890738988310794
0.3200640128025605,1.1107441873142423,0.18726587965233843,9.033124812624695,2.600776082693301,34.237268344842555
0.33006601320264056,1.1125807988011254,0.1811673467191597,8.394074491038879,2.0646899979140043,33.53379449538336
0.34006801360272054,1.1143728335028642,0.1768456302385128,7.769890638423027,1.628212442919651,32.79815951369589
0.3500700140028006,1.1161181276497836,0.1722492366288631,7.1680468113863105,1.282996565409833,32.041833451029405
0.3600720144028806,1.1178050514354816,0.16576319403109352,6.59451357479442,1.0194399403645833,31.276036556861612
0.3700740148029606,1.1194164634251673,0.15660446959468632,6.053932741206539,0.8276482635336688,30.509811123869454
0.38007601520304063,1.1209297105556628,0.1448219694777229,5.549617370875341,0.6974353514365896,29.750021487929082
0.39007801560312066,1.1223166292108706,0.131296496551666,5.083551800917549,0.6183232917738418,29.001354081272137
0.40008001600320064,1.1235582673916937,0.11718667083791354,4.656582468900345,0.5812117499722401,28.266826109932953
0.4100820164032807,1.1246594222883355,0.10318374051523263,4.268481313678304,0.5793024256611445,27.548341482992996
0.4200840168033607,1.1256257939123249,0.08991281707159238,3.9184158599454513,0.6060957199503809,26.847024944929757
0.4300860172034407,1.1264655256936027,0.0777892321479732,3.6052562007084004,0.6559835951241643,26.163621374369086
0.44008801760352073,1.12718920448052,0.0670185375383667,3.327574997286344,0.7242495746411005,25.49849578408518
0.45009001800360077,1.12780986053984,0.057596505189775965,3.083647479311066,0.8070687431341848,24.851633321000612
0.46009201840368075,1.1283427650929507,0.04931322170596636,2.8714282324936575,0.9015133818937023,24.222655272342823
0.4700940188037608,1.1287988865108665,0.04193349818234577,2.6884229886857827,1.0055412388276121,23.611259971986552
0.4800960192038408,1.1291852505655742,0.03531854969380245,2.5328778352615697,1.117481343516888,23.017148786115325
